row_num,Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
769,NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,2022-06-23
770,DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,2021-10-01
771,BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,9897000,2024-08-30
772,HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,3403000,2025-06-08
773,Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,2020-12-25
774,CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000,2023-11-09
775,CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000,2022-05-09
776,NextSense,Mobility,Micro Mobility,Hyderabad,"A91 Partners, Falcon Edge, Prosus Ventures",Series A,1643000,2024-07-10
777,AgriHive,Mobility,Micro Mobility,Chennai,Tiger Global Management,Series A,5621000,2021-10-21
778,EduMart,Mobility,Micro Mobility,Mumbai,"Bessemer Venture Partners, Tiger Global",Series A,11213000,2021-03-29
779,Bounce,Mobility,Micro Mobility,Delhi,Blume Ventures,Series A,1287000,2023-04-04
780,NeoLabs,Mobility,Micro Mobility,Bengaluru,Peak XV,Series A,1582000,2024-09-14
781,AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,2025-04-24
782,Cars24,Mobility,Micro Mobility,Mumbai,"Accel, Blume Ventures, Ventures India",Series A,2525000,2024-04-18
783,Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000,2024-02-12
784,Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,2025-06-09
785,LogiRise,FinTech,NeoBank,Ahmedabad,Kalaari Capital,Series A,1617000,2022-05-09
786,Cars24,FinTech,Payments,Hyderabad,Elevation Capital,Series A,5935000,2020-08-07
787,Groww,HealthTech,Pharmacy,Mumbai,"IFC, SoftBank Vision Fund",Series A,9144000,2023-10-24
788,CureFit,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000,2020-05-20
789,BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,2828000,2025-06-11
790,Postman,HealthTech,Pharmacy,Hyderabad,"Kedaara Capital, Peak XV",Series A,4358000,2020-12-06
791,AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000,2025-05-03
792,HyperSpace,RealEstate,PropTech,Mumbai,"Info Edge, Ribbit Capital",Series A,1969000,2020-01-18
793,Urban Company,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,13274000,2020-08-18
794,ClearDekho,RealEstate,PropTech,Ahmedabad,"Lightspeed India, Sequoia Capital India",Series A,11144000,2024-04-24
795,AeroStack,RealEstate,PropTech,Hyderabad,"Kalaari Capital, Ribbit Capital",Series A,2623000,2022-03-31
796,BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,2023-04-18
797,Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,2021-03-12
798,Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000,2022-02-20
799,FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,2024-10-09
800,Ola,E-commerce,Quick Commerce,Pune,Elevation Capital,Series A,8905000,2020-05-14
801,QuantumSolutions,E-commerce,Quick Commerce,Delhi,"Bessemer Venture Partners, Nexus Venture Partners",Series A,2518000,2022-03-03
802,CoreConnect,E-commerce,Quick Commerce,Delhi,"Lightspeed India, Omidyar Network",Series A,5554000,2022-09-18
803,HealthAnalytics,E-commerce,Quick Commerce,Chennai,"Nexus Venture Partners, Y Combinator",Series A,1065000,2024-09-16
804,Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,4485000,2021-08-26
805,UrbanDrive,RealEstate,Rental Tech,Pune,"Blume Ventures, Info Edge, Sequoia Capital India",Series A,1187000,2024-12-17
806,DataAnalytics,RealEstate,Rental Tech,Delhi,"Sequoia Capital India, Ventures India",Series A,3902000,2022-05-10
807,NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,12481000,2023-02-25
808,Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,12915000,2022-11-20
809,FreshSolutions,Mobility,Ride Sharing,Chennai,Accel,Series A,6014000,2023-09-19
810,WorkFit,Mobility,Ride Sharing,Ahmedabad,"Blume Ventures, Matrix Partners India",Series A,3994000,2023-11-04
811,CoreSpace,Mobility,Ride Sharing,Chennai,IFC,Series A,13122000,2022-04-26
812,WorkPay,Enterprise,Security,Ahmedabad,Tiger Global,Series A,5243000,2022-05-30
813,BlueSpace,Enterprise,Security,Kolkata,Blume Ventures,Series A,2359000,2024-02-09
814,Udaan,Enterprise,Security,Bengaluru,"Falcon Edge, Tiger Global Management",Series A,5402000,2021-02-03
815,Razorpay,Enterprise,Security,Pune,"IFC, Mirae Asset",Series A,9037000,2022-10-05
816,FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,2326000,2020-03-27
817,GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,1511000,2022-05-12
818,AutoMart,AgriTech,Smart Farming,Pune,"Nexus Venture Partners, SoftBank Vision Fund, Tiger Global Management",Series A,5813000,2022-05-31
819,BlueSpace,AgriTech,Smart Farming,Bengaluru,Omidyar Network,Series A,2372000,2023-08-31
820,ShareChat,AgriTech,Smart Farming,Ahmedabad,"Prosus Ventures, Tiger Global Management, Zodius Capital",Series A,4680000,2021-06-12
821,WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,2024-02-28
822,Cars24,Consumer Electronics,Smart Home,Noida,"LCatterton, Tiger Global Management",Series A,7671000,2021-11-22
823,LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,2021-06-21
824,FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,1372000,2020-09-05
825,HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,2025-05-10
826,DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,5042000,2021-11-09
827,UrbanSolutions,Media,Social,Mumbai,"Elevation Capital, Kedaara Capital, Matrix Partners India",Series A,8159000,2024-08-28
828,SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,2020-02-16
829,GrowthCare,Media,Social,Kolkata,"Kedaara Capital, Ventures India",Series A,1560000,2020-06-19
830,HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,4892000,2020-02-24
831,Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,10610000,2021-10-01
832,Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,2024-03-08
833,Oyo,Media,Streaming,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series A,3786000,2023-04-26
834,BigBasket,Media,Streaming,Delhi,Peak XV,Series A,11477000,2022-01-16
835,Udaan,Media,Streaming,Delhi,"Accel, Falcon Edge",Series A,1763000,2023-08-16
836,DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,14397000,2022-01-16
837,WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,2023-01-12
838,MediWorks,AgriTech,Supply Chain,Gurugram,"Matrix Partners India, Sequoia Capital India",Series A,4119000,2021-06-04
839,FinSpace,Logistics,Supply Chain,Hyderabad,Matrix Partners India,Series A,1936000,2023-03-19
840,HealthAnalytics,Logistics,Supply Chain,Mumbai,Lightspeed India,Series A,1303000,2020-01-17
841,PharmEasy,AgriTech,Supply Chain,Bengaluru,LCatterton,Series A,4382000,2020-01-02
842,GreenConnect,AgriTech,Supply Chain,Mumbai,IFC,Series A,7635000,2020-07-25
843,FoodSolutions,Logistics,Supply Chain,Kolkata,Blume Ventures,Series A,8890000,2022-08-26
844,BlueTech,AgriTech,Supply Chain,Noida,Elevation Capital,Series A,3424000,2023-01-30
845,FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,2020-04-04
846,Innovaccer,AgriTech,Supply Chain,Kolkata,"Kalaari Capital, Lightspeed India",Series A,4139000,2023-02-04
847,Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,2024-02-05
848,HealthRise,AgriTech,Supply Chain,Gurugram,"Accel, Peak XV, Ribbit Capital",Series A,2937000,2024-02-27
849,FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,11442000,2023-09-08
850,FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,2025-03-30
851,Dunzo,HealthTech,Telemedicine,Chennai,"Elevation Capital, Matrix Partners India",Series A,14477000,2023-05-01
852,EduMart,HealthTech,Telemedicine,Gurugram,Bessemer Venture Partners,Series A,1130000,2024-05-28
853,Postman,EdTech,Test Prep,Chennai,Ventures India,Series A,12766000,2023-01-10
854,Nykaa,EdTech,Test Prep,Gurugram,Kalaari Capital,Series A,3510000,2024-06-08
855,CloudPay,EdTech,Test Prep,Kolkata,"Nexus Venture Partners, Peak XV",Series A,7441000,2020-04-21
856,DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,7379000,2024-10-15
857,FarmTech,EdTech,UpSkilling,Noida,Accel,Series A,4142000,2025-01-28
858,Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,2024-02-03
859,Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,2024-03-04
860,FarmFit,FinTech,WealthTech,Hyderabad,"Mirae Asset, Sequoia Capital India",Series A,1046000,2024-07-27
861,Cars24,FinTech,WealthTech,Gurugram,"A91 Partners, Bessemer Venture Partners",Series A,1150000,2020-12-10
862,WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,2024-09-21
863,HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,1932000,2020-10-27
864,Dunzo,Consumer Electronics,Wearables,Pune,"Accel, Prosus Ventures, SoftBank Vision Fund",Series A,6900000,2022-03-25
865,Dailyhunt,Consumer Electronics,Wearables,Chennai,Zodius Capital,Series A,7866000,2022-05-07
866,NimbusLabs,Consumer Electronics,Wearables,Kolkata,"Sequoia Capital India, Ventures India",Series A,1260000,2020-06-18
867,BharatPe,Consumer Electronics,Wearables,Noida,"Matrix Partners India, Ventures India, Y Combinator",Series A,1040000,2024-08-11
868,HomeMart,Consumer Electronics,Wearables,Noida,Y Combinator,Series A,5696000,2020-06-28
869,NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,3110000,2021-02-27
870,NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,1592000,2020-03-30
871,BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,2022-09-11
872,FinFoods_744,Enterprise,Analytics,Noida,"Ribbit Capital, SoftBank Vision Fund",Series B,9519000,2022-04-23
873,DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000,2022-02-14
874,HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,2020-12-11
875,NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,9872000,2022-12-12
876,HomeFoods,Enterprise,Automation,Bengaluru,"Falcon Edge, Tiger Global",Series B,7347000,2023-07-18
877,LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,2021-04-22
878,FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000,2021-08-24
879,NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,15923000,2024-06-06
880,Myntra,SaaS,B2B SaaS,Mumbai,"Prosus Ventures, Tiger Global, Y Combinator",Series B,16887000,2022-07-27
881,NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000,2021-08-01
882,NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,2020-08-10
883,NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,2024-06-14
884,AeroAnalytics,Media,Content,Mumbai,Y Combinator,Series B,14870000,2025-04-10
885,Housejoy,Media,Content,Gurugram,Kalaari Capital,Series B,72324000,2023-12-12
886,AutoMart,Media,Content,Chennai,Accel,Series B,25007000,2021-06-08
887,Ola,E-commerce,D2C,Pune,Elevation Capital,Series B,64925000,2023-01-31
888,CloudPay,E-commerce,D2C,Pune,"Bessemer Venture Partners, Kedaara Capital, Nexus Venture Partners",Series B,19160000,2025-01-31
889,UrbanDrive,E-commerce,D2C,Pune,"Accel, IFC",Series B,59057000,2021-07-10
890,Oyo,SaaS,DevTools,Delhi,"Blume Ventures, Peak XV, Ribbit Capital",Series B,71839000,2022-06-13
891,AutoFlow,SaaS,DevTools,Kolkata,Tiger Global Management,Series B,24587000,2023-07-18
892,SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,25685000,2025-01-02
893,ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,38638000,2024-06-08
894,Udaan,Mobility,EV,Delhi,"Accel, Sequoia Capital India",Series B,13444000,2024-03-21
895,Dailyhunt,Mobility,EV,Noida,"Blume Ventures, Y Combinator",Series B,13131000,2021-01-23
896,Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,65083000,2021-10-03
897,SmartTech,Retail,Fashion,Ahmedabad,"Info Edge, Lightspeed India",Series B,5988000,2022-08-10
898,FarmBox,Retail,Fashion,Delhi,"Prosus Ventures, Ribbit Capital",Series B,69429000,2021-08-04
899,QuantumDrive,E-commerce,Fashion,Pune,"Info Edge, Kedaara Capital",Series B,59765000,2024-08-24
900,SkillSolutions,E-commerce,Fashion,Mumbai,"Bessemer Venture Partners, Omidyar Network, Sequoia Capital India",Series B,46994000,2023-08-07
901,QuantumDrive,Retail,Fashion,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series B,5381000,2024-06-30
902,Bounce,Retail,Fashion,Mumbai,Ribbit Capital,Series B,6917000,2020-07-26
903,NeoTech,Logistics,Fleet Management,Hyderabad,"A91 Partners, Kedaara Capital",Series B,26948000,2021-10-30
904,AgriFit,FoodTech,Food Delivery,Noida,"LCatterton, Mirae Asset",Series B,62216000,2023-01-23
905,BlueRise,FoodTech,Food Delivery,Bengaluru,Ventures India,Series B,5546000,2021-02-25
906,Udaan,FoodTech,Food Delivery,Hyderabad,"Blume Ventures, Elevation Capital",Series B,18027000,2025-05-22
907,Dream11,Retail,Grocery,Ahmedabad,Info Edge,Series B,5077000,2023-03-11
908,Bounce,FoodTech,Grocery,Hyderabad,Info Edge,Series B,10595000,2024-12-01
909,LogiMart,FoodTech,Grocery,Bengaluru,Sequoia Capital India,Series B,28352000,2021-06-16
910,CRED,E-commerce,Grocery,Hyderabad,"Tiger Global Management, Y Combinator",Series B,25964000,2023-02-19
911,SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,2023-06-07
912,QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global Management,Series B,45193000,2025-05-15
913,NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,2020-09-17
914,EduBox_144,SaaS,HRTech,Mumbai,Omidyar Network,Series B,11014000,2025-06-24
915,Cars24,SaaS,HRTech,Chennai,Sequoia Capital India,Series B,41297000,2020-07-13
916,CureFit,HealthTech,Health Analytics,Noida,Accel,Series B,11211000,2023-02-22
917,BigBasket,HealthTech,Health Analytics,Ahmedabad,"Mirae Asset, Nexus Venture Partners",Series B,31619000,2020-02-19
918,FreshTech,RealEstate,Home Services,Delhi,"Accel, LCatterton, Tiger Global Management",Series B,9715000,2024-08-24
919,GreenConnect,RealEstate,Home Services,Chennai,"IFC, Tiger Global",Series B,9425000,2023-03-16
920,FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,6189000,2024-11-23
921,SkillFlow,FinTech,InsurTech,Pune,"Kedaara Capital, Zodius Capital",Series B,10246000,2024-06-22
922,Dream11,FinTech,InsurTech,Hyderabad,Info Edge,Series B,34436000,2024-03-26
923,LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,2022-12-05
924,AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,2020-01-02
925,AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,2024-11-08
926,FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,2024-12-23
927,DataHive,EdTech,K12,Mumbai,"Accel, Zodius Capital",Series B,26816000,2023-12-28
928,CRED,Logistics,Last Mile,Gurugram,Y Combinator,Series B,28486000,2022-09-24
929,Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,59611000,2022-04-28
930,CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,2024-08-27
931,HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,2024-06-25
932,Chargebee,AgriTech,Marketplace,Bengaluru,Kedaara Capital,Series B,50673000,2023-03-23
933,FreshBox,AgriTech,Marketplace,Kolkata,"Accel, Info Edge, Prosus Ventures",Series B,69115000,2022-01-14
934,Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,2020-11-13
935,FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,38525000,2023-03-30
936,Swiggy,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000,2020-10-31
937,Dailyhunt,FinTech,Payments,Hyderabad,"Falcon Edge, IFC, Ventures India",Series B,48819000,2020-01-26
938,Oyo,HealthTech,Pharmacy,Mumbai,Y Combinator,Series B,50768000,2021-05-27
939,FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,2020-11-09
940,HomeAnalytics,RealEstate,PropTech,Hyderabad,IFC,Series B,6655000,2022-11-17
941,CoreConnect,RealEstate,PropTech,Bengaluru,LCatterton,Series B,14710000,2021-08-28
942,Urban Company,RealEstate,PropTech,Hyderabad,"Peak XV, Ribbit Capital, Sequoia Capital India",Series B,21323000,2025-02-15
943,CloudSolutions,E-commerce,Quick Commerce,Kolkata,Y Combinator,Series B,68288000,2020-12-25
944,Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,2025-04-03
945,MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000,2025-02-03
946,DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,2023-04-20
947,Groww,Mobility,Ride Sharing,Hyderabad,"Nexus Venture Partners, Peak XV",Series B,38052000,2021-03-14
948,HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,2024-08-07
949,FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,14327000,2022-12-25
950,Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,10531000,2021-12-23
951,AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000,2020-04-01
952,CoreConnect,Enterprise,Security,Kolkata,"LCatterton, SoftBank Vision Fund, Tiger Global",Series B,21321000,2020-01-03
953,HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,2023-08-14
954,NextSense,AgriTech,Smart Farming,Ahmedabad,Y Combinator,Series B,34916000,2021-01-06
955,DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,23958000,2024-04-18
956,Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000,2024-12-11
957,EduMart,Consumer Electronics,Smart Home,Ahmedabad,Tiger Global Management,Series B,18181000,2020-11-04
958,SkillSolutions,Consumer Electronics,Smart Home,Chennai,"Omidyar Network, Sequoia Capital India, Y Combinator",Series B,16426000,2020-09-10
959,NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000,2023-08-26
960,LogiRise,Media,Social,Bengaluru,A91 Partners,Series B,6483000,2024-06-07
961,ShareChat,Media,Social,Bengaluru,Blume Ventures,Series B,74232000,2022-08-11
962,Dailyhunt,Media,Social,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series B,61332000,2022-01-03
963,NimbusWorks,Media,Social,Mumbai,"IFC, Peak XV",Series B,8521000,2021-05-12
964,MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,45874000,2022-08-08
965,EduTech,Media,Streaming,Pune,A91 Partners,Series B,6806000,2024-04-07
966,LogiSense,Logistics,Supply Chain,Chennai,SoftBank Vision Fund,Series B,27576000,2024-02-15
967,SmartTech,AgriTech,Supply Chain,Delhi,Lightspeed India,Series B,47312000,2022-06-18
968,LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,2023-03-25
969,BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,7709000,2020-06-25
970,HomeAnalytics,HealthTech,Telemedicine,Noida,"Bessemer Venture Partners, Lightspeed India",Series B,73980000,2022-12-22
971,PharmEasy,HealthTech,Telemedicine,Gurugram,"LCatterton, Zodius Capital",Series B,24655000,2021-06-29
972,DriveEdge,HealthTech,Telemedicine,Delhi,"Kedaara Capital, LCatterton",Series B,6246000,2022-05-01
973,FarmBox,HealthTech,Telemedicine,Bengaluru,Info Edge,Series B,37933000,2021-08-06
974,MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000,2023-02-08
975,HyperLoop,EdTech,Test Prep,Ahmedabad,"Mirae Asset, SoftBank Vision Fund, Tiger Global",Series B,35610000,2020-05-04
976,Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,2020-07-30
977,CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,2024-03-15
978,Delhivery,EdTech,UpSkilling,Hyderabad,"A91 Partners, Mirae Asset",Series B,30480000,2023-11-14
979,QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,45929000,2025-06-29
980,Porter,FinTech,WealthTech,Mumbai,"Blume Ventures, Matrix Partners India",Series B,25728000,2020-12-02
981,AutoFlow,FinTech,WealthTech,Mumbai,"Matrix Partners India, Zodius Capital",Series B,13318000,2022-12-03
982,NextFlow,Enterprise,Analytics,Hyderabad,"Accel, Nexus Venture Partners",Series C,93825000,2023-05-22
983,BlueSpace,Consumer Electronics,Audio,Delhi,"Kedaara Capital, Tiger Global Management",Series C,39284000,2021-04-07
984,HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,2024-09-19
985,HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,2021-05-27
986,CloudLabs,Enterprise,Automation,Chennai,Accel,Series C,54137000,2022-11-21
987,SmartTech_258,Enterprise,Automation,Chennai,Accel,Series C,93643000,2025-02-06
988,Myntra,Enterprise,Automation,Ahmedabad,"Ribbit Capital, Sequoia Capital India",Series C,28289000,2020-07-14
989,GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,42009000,2020-05-06
990,AutoMart,SaaS,B2B SaaS,Hyderabad,"A91 Partners, Lightspeed India",Series C,52945000,2022-07-11
991,ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,2025-04-11
992,Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,2025-03-03
993,AeroHub,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, Kedaara Capital",Series C,142830000,2025-03-27
994,NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000,2020-08-10
995,GreenEdge,EdTech,Coding Bootcamp,Pune,"Kedaara Capital, SoftBank Vision Fund",Series C,47319000,2022-03-27
996,QuantumSolutions_441,EdTech,Coding Bootcamp,Chennai,"A91 Partners, Info Edge",Series C,289340000,2020-06-10
997,UrbanSolutions,EdTech,Coding Bootcamp,Pune,"Bessemer Venture Partners, LCatterton",Series C,24686000,2021-12-07
998,NeoSense,EdTech,Coding Bootcamp,Chennai,"Kalaari Capital, Kedaara Capital, Zodius Capital",Series C,42331000,2023-05-30
999,SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,2023-05-27
1000,HomeAnalytics,Media,Content,Chennai,Matrix Partners India,Series C,47487000,2021-11-09
1001,HealthWorks,Media,Content,Pune,"Matrix Partners India, Tiger Global",Series C,245913000,2020-04-29
1002,Ola,Media,Content,Chennai,Accel,Series C,141411000,2024-12-09
1003,EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,182986000,2023-09-22
1004,InMobi,Media,Content,Pune,Info Edge,Series C,145412000,2021-10-03
1005,MediSpace,HealthTech,Diagnostics,Ahmedabad,Omidyar Network,Series C,230417000,2021-04-03
1006,FarmTech,HealthTech,Diagnostics,Kolkata,Nexus Venture Partners,Series C,67366000,2024-05-15
1007,Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,2020-05-03
1008,FarmBox,Retail,E-Retail,Hyderabad,"Elevation Capital, Ribbit Capital",Series C,65870000,2022-12-03
1009,Housejoy,Retail,E-Retail,Gurugram,"Kedaara Capital, Ribbit Capital, Y Combinator",Series C,142883000,2023-04-19
1010,GrowthFlow,Retail,E-Retail,Gurugram,"Tiger Global, Y Combinator",Series C,41465000,2022-04-29
1011,Nykaa,Retail,E-Retail,Hyderabad,"Blume Ventures, Falcon Edge",Series C,122297000,2021-04-28
1012,MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,2020-03-26
1013,UrbanDrive,Mobility,EV,Chennai,"Falcon Edge, Kedaara Capital, Tiger Global Management",Series C,132064000,2020-10-13
1014,Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,2025-05-25
1015,LogiRise,Mobility,EV,Kolkata,"A91 Partners, Falcon Edge, Tiger Global",Series C,35458000,2022-04-27
1016,SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,26986000,2022-04-23
1017,CoreSpace,Retail,Fashion,Gurugram,"Accel, IFC",Series C,110486000,2023-10-25
1018,MediWorks,Retail,Fashion,Delhi,"A91 Partners, Blume Ventures",Series C,42389000,2020-10-14
1019,GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,65689000,2024-04-07
1020,Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,2021-12-28
1021,QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,2021-04-02
1022,UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000,2024-11-06
1023,DataHive,Logistics,Fleet Management,Delhi,"LCatterton, Omidyar Network",Series C,29202000,2023-07-30
1024,AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,141405000,2024-05-21
1025,AgriHive,FoodTech,Food Delivery,Ahmedabad,"A91 Partners, Info Edge, Matrix Partners India",Series C,261867000,2025-02-02
